text_id,Pegasus_xsum,topic_category
17230E94E6CF,"Winston Churchill said, ""Success consists of going from failure to failure without loss of enthusiasm.""",1
172C8C3F5976,How should people make their own decisions about life's important matters?,1
172F67E7FBBC,How do you make students do community service?,0
1736153EF81F,How much do you prefer working in a group than working alone?,0
174C4761FEA2,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo considers the importance of failing but not giving up.",2
1767698C3969,"Dear Dr. Generic_Name, I would like to talk to you about a healthier school lunch menu.",0
17D51D57629D,"If you have met someone for the first time and they were rude or aggressive, you should think about what you are going to do about it.",3
17E1D83B4708,Playing an instrument is an enjoyable educational activity.,0
17E521D5F29C,There are a lot of reasons why curfews should be approved for teenagers.,2
1829D6D139C2,"I believe that positive attitude is the way to be successful in life, because if we do not put this in practice, we must be stuck in dark way to live.",1
1846CE5F244D,"National parks, state parks, and national parks provide a wide variety of interesting activities.",0
1849B89A02D6,How much do you accomplish if you work hard?,1
185E2F7317F2,This week I'm going to talk about a problem.,1
188FE8830590,What are the benefits of finishing high school early?,0
18D47A791678,School activities are the best way for students to get a chance at achieving something.,0
18EA27A2E333,How do you choose the right person to be your manager?,0
18FDAA0BF6A2,When should students in high school think about a career?,0
1928846BB272,Some students think that they can't commit to a specific career at a young age.,0
192D02CF8C9E,Having a good attitude can help you in a lot of things.,1
194E86ED4117,In this article I'm going to talk about the importance of failure.,1
196096A1C048,"In our series of letters from young people, 18-year-old student of Delhi University, Saqib Ali, explains why he wants to become a cardiologist.",0
196EE083F6D0,What do you think about schools having a program that pairs older student withe younger students?,0
197F95A99618,Self-reliance is a trait that many people possess.,1
19864CA2672E,How to change your first impressions is a big challenge for a new couple.,3
198F2ABF2971,What is the best place to visit for the tourists?,0
19D55405175F,"In my opinion, imagination and knowledge go hand in hand.",1
19DDF17CA4DC,"When you are doing your work in school you have to think about what you are doing and what you are trying to achieve, and one of the things you have to think about is whether or not you should work in a group or work alone.",0
